Table Name,Column Name,Data Type,Sensitivity Level,Example Values
ITSecurity,APIKey,TEXT,Secret,6dffc1612124c855318ac27c6625f665
Healthcare,EmergencyContact,TEXT,Private,Katie Aguirre
Healthcare,Diagnosis,TEXT,Confidential,Response purpose.
Healthcare,Prescription,TEXT,Confidential,Success value.
Employee,DateOfBirth,DATE,Private,2010-12-01
Employee,DateOfBirth,DATE,Private,1998-05-11
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,Age,INT,Private,30
Finance,TaxID,TEXT,Secret,GB57YVIS61089054398695
Employee,PhoneNumber,TEXT,Private,001-510-357-0247x664
Finance,BankAccountNumber,TEXT,Confidential,GB63NIRV41653625556357
Employee,FullName,TEXT,Private,Dylan Johnson
Healthcare,MedicalHistory,TEXT,Confidential,Specific hold.
Employee,Department,TEXT,Private,Option person.
Employee,PhoneNumber,TEXT,Private,939.606.8358x326
Employee,Address,TEXT,Private,"5230 James Court Apt. 533
West Paulhaven, MS 70909"
Healthcare,EmergencyContact,TEXT,Private,Nicholas Chandler
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Employee,Age,INT,Private,65
Healthcare,Diagnosis,TEXT,Confidential,Exist professor.
Sales,OrderHistory,TEXT,Public,Material quite.
Sales,LoyaltyPoints,INT,Private,74
Sales,CustomerFeedback,TEXT,Public,Director very these.
Finance,CreditCardNumber,TEXT,Secret,GB82UYYT58307924666688
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB30MOOK71802492143586
Employee,FullName,TEXT,Private,Robert Henry
Employee,EmployeeID,TEXT,Private,Walk lose floor.
Employee,EmployeeID,TEXT,Private,Young foot everyone.
Healthcare,MedicalHistory,TEXT,Confidential,Serve their north.
Employee,FullName,TEXT,Private,Jennifer Jensen
Employee,Gender,TEXT,Private,trans
Employee,Address,TEXT,Private,"720 Gibbs Path
Alisonberg, KY 12315"
Sales,FavoriteProducts,TEXT,Public,And turn use treat.
Healthcare,Prescription,TEXT,Confidential,Degree church.
Sales,CustomerFeedback,TEXT,Public,Run picture line.
Sales,CustomerFeedback,TEXT,Public,Back on believe.
Healthcare,EmergencyContact,TEXT,Private,Erik Allen
Finance,CreditCardNumber,TEXT,Secret,GB36LNWU03389276202069
Healthcare,EmergencyContact,TEXT,Private,Randall Sampson
Healthcare,EmergencyContact,TEXT,Private,Robert Mccarty
Healthcare,Prescription,TEXT,Confidential,Player trial.
Sales,DiscountCoupons,TEXT,Public,Ago instead give.
Employee,EmployeeID,TEXT,Private,His economy series.
Employee,Age,INT,Private,20
Employee,Salary,DECIMAL,Confidential,59006.05
Sales,DiscountCoupons,TEXT,Public,Inside walk him.
Employee,DateOfBirth,DATE,Private,1985-07-20
Healthcare,Diagnosis,TEXT,Confidential,Onto recently.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB28FICE08884138742790
Finance,TaxID,TEXT,Secret,GB14JVOV46911169926898
Finance,BankAccountNumber,TEXT,Confidential,GB06ZQMM19515873117141
Finance,TaxID,TEXT,Secret,GB59JDXG90020638891075
Employee,PhoneNumber,TEXT,Private,944.645.2100
Employee,Age,INT,Private,96
Sales,DiscountCoupons,TEXT,Public,Recognize edge.
Employee,FullName,TEXT,Private,William Davis
Employee,Gender,TEXT,Private,trans
Healthcare,EmergencyContact,TEXT,Private,William Evans
Sales,DiscountCoupons,TEXT,Public,Service place.
Healthcare,EmergencyContact,TEXT,Private,Paige Gray DDS
Employee,DateOfBirth,DATE,Private,2002-12-05
Healthcare,Prescription,TEXT,Confidential,Area week station.
Finance,CreditCardNumber,TEXT,Secret,GB55ALOL33937439362866
ITSecurity,APIKey,TEXT,Secret,f9b74166e49e276a330330cd855b776c
Employee,Age,INT,Private,64
Sales,DiscountCoupons,TEXT,Public,Hear allow major.
Employee,Gender,TEXT,Private,female
Employee,Department,TEXT,Private,Let position a.
Finance,CreditCardNumber,TEXT,Secret,GB36SHMS16828760667516
ITSecurity,LoginAttempts,INT,Private,58
Healthcare,Diagnosis,TEXT,Confidential,Discussion.
Sales,DiscountCoupons,TEXT,Public,Need any trouble.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB65YDHQ36722109198532
Finance,CompanyBudget,DECIMAL,Confidential,12471.79
Employee,Gender,TEXT,Private,female
Sales,LoyaltyPoints,INT,Private,19
Healthcare,Prescription,TEXT,Confidential,Person speech take.
Healthcare,Prescription,TEXT,Confidential,Improve popular.
Employee,ManagerName,TEXT,Private,Alexis Flowers
ITSecurity,APIKey,TEXT,Secret,0ed5cdf31eaeb78d2cc20a603f768182
Employee,Department,TEXT,Private,Parent hair figure.
Employee,Department,TEXT,Private,Kid condition.
Healthcare,MedicalHistory,TEXT,Confidential,Spend all expect.
Finance,BankAccountNumber,TEXT,Confidential,GB60XTYQ36225451728845
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Finance,InvestmentValue,DECIMAL,Confidential,23226.74
Employee,EmployeeID,TEXT,Private,Indeed system.
Employee,Email,TEXT,Private,ccross@example.com
Sales,FavoriteProducts,TEXT,Public,Impact first out.
Healthcare,MedicalHistory,TEXT,Confidential,Site political.
ITSecurity,LoginAttempts,INT,Private,45
Sales,OrderHistory,TEXT,Public,Very product.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
Sales,DiscountCoupons,TEXT,Public,Animal year.
ITSecurity,LoginAttempts,INT,Private,23
ITSecurity,SessionToken,TEXT,Secret,287594c2-e15a-4135-9c05-d3cc5a00c988
Healthcare,Diagnosis,TEXT,Confidential,Town fast quite.
Finance,InvestmentValue,DECIMAL,Confidential,68667.01
ITSecurity,SessionToken,TEXT,Secret,da8184aa-874a-472c-ae1e-f57b7d0ee048
Employee,JobTitle,TEXT,Private,Option including.
Finance,BankAccountNumber,TEXT,Confidential,GB44YMPW06835526828453
ITSecurity,SessionToken,TEXT,Secret,fb8e127e-064b-492c-a934-6c8a2ac031f8
Sales,LoyaltyPoints,INT,Private,42
Sales,OrderHistory,TEXT,Public,Require sort.
Finance,CreditCardNumber,TEXT,Secret,GB62DDLA43223050400318
Employee,Address,TEXT,Private,"USCGC Roberts
FPO AP 79327"
ITSecurity,APIKey,TEXT,Secret,2b70749cfc2fac62774528b089c88872
Sales,OrderHistory,TEXT,Public,Approach say hot.
Employee,FullName,TEXT,Private,Lisa Long
Sales,LoyaltyPoints,INT,Private,82
Employee,Department,TEXT,Private,Use nor kid soon.
Employee,JobTitle,TEXT,Private,Travel arrive.
ITSecurity,PasswordHash,TEXT,Secret,de4465a08959fb673b10e01c34c5b49c84e281e146a4d971677ee82683d0602f
Sales,CustomerFeedback,TEXT,Public,Fall water add.
Sales,FavoriteProducts,TEXT,Public,Maybe receive level.
Employee,JobTitle,TEXT,Private,Interesting or girl.
Employee,ManagerName,TEXT,Private,Michael Lewis
Employee,EmployeeID,TEXT,Private,Describe turn.
Employee,ManagerName,TEXT,Private,Leonard Kaiser
Healthcare,EmergencyContact,TEXT,Private,Rachel Livingston
Sales,FavoriteProducts,TEXT,Public,Still agency attack.
Sales,DiscountCoupons,TEXT,Public,Hand almost note.
Employee,JobTitle,TEXT,Private,Despite able future.
Sales,DiscountCoupons,TEXT,Public,Several whose price.
Healthcare,MedicalHistory,TEXT,Confidential,Now enjoy cup.
ITSecurity,APIKey,TEXT,Secret,fb526fda1dbb578650e46d61505c9e4a
Healthcare,Diagnosis,TEXT,Confidential,Audience lose final.
Finance,BankAccountNumber,TEXT,Confidential,GB63RPEQ36101618354172
ITSecurity,LoginAttempts,INT,Private,84
Finance,TaxID,TEXT,Secret,GB90RNVQ16111882930476
ITSecurity,PasswordHash,TEXT,Secret,84c09bbc6f74751cd6da9051fe68cd8017dbd1f08df89c176e7048db65046fd0
ITSecurity,PasswordHash,TEXT,Secret,5ea5012bba2820425d95f7a0bdd082f768f146ceacc1e3ecc6d4259a5596dec9
ITSecurity,SessionToken,TEXT,Secret,6320b4af-1992-4719-880b-8fa235137882
Employee,JobTitle,TEXT,Private,Weight bar lead get.
Healthcare,MedicalHistory,TEXT,Confidential,Appear base off.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB68RHUL82810660956639
Employee,EmployeeID,TEXT,Private,Politics history.
Employee,Salary,DECIMAL,Confidential,78546.48
ITSecurity,LoginAttempts,INT,Private,52
ITSecurity,APIKey,TEXT,Secret,9718995810c8240aa72989ec8017e126
Sales,OrderHistory,TEXT,Public,About stop skin.
Finance,BankAccountNumber,TEXT,Confidential,GB36HWWJ40549926197576
Healthcare,MedicalHistory,TEXT,Confidential,Wear environmental.
Employee,DateOfBirth,DATE,Private,1986-05-24
Finance,InvestmentValue,DECIMAL,Confidential,99374.52
Employee,Age,INT,Private,62
Employee,DateOfBirth,DATE,Private,1984-10-15
Sales,LoyaltyPoints,INT,Private,63
Employee,Email,TEXT,Private,jbeard@example.net
Employee,Address,TEXT,Private,"4188 Miller Island Suite 690
Williammouth, NV 91161"
Finance,InvestmentValue,DECIMAL,Confidential,38165.2
Employee,ManagerName,TEXT,Private,Jackie Richardson
Sales,LoyaltyPoints,INT,Private,67
Employee,Department,TEXT,Private,Effect can next.
Sales,FavoriteProducts,TEXT,Public,You raise somebody.
Employee,Gender,TEXT,Private,trans
Employee,JobTitle,TEXT,Private,Same blood about.
Employee,JobTitle,TEXT,Private,Necessary should.
Employee,FullName,TEXT,Private,Elizabeth Miller
ITSecurity,SessionToken,TEXT,Secret,f0da25ec-c694-4937-8bec-6aaa5161c8e2
Employee,Address,TEXT,Private,"895 Castillo Estates Suite 473
Lake Antonio, IN 49409"
Employee,DateOfBirth,DATE,Private,2017-02-22
Finance,CreditCardNumber,TEXT,Secret,GB18GKDY51856746579744
Finance,TaxID,TEXT,Secret,GB21HPQP95782773672520
Healthcare,EmergencyContact,TEXT,Private,Michelle Miller
Employee,DateOfBirth,DATE,Private,1982-04-14
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB51QYNA00231407615823
Employee,Gender,TEXT,Private,male
Finance,CompanyBudget,DECIMAL,Confidential,90067.76
Healthcare,MedicalHistory,TEXT,Confidential,Hour past consumer.
Healthcare,EmergencyContact,TEXT,Private,Patricia Bailey
ITSecurity,APIKey,TEXT,Secret,14af463b35cd223dad3ff42c356e5a33
Employee,Gender,TEXT,Private,male
Finance,CreditCardNumber,TEXT,Secret,GB85YQAG68910128413544
Employee,PhoneNumber,TEXT,Private,(583)570-5595x6930
Employee,Email,TEXT,Private,samuelmarsh@example.org
Employee,ManagerName,TEXT,Private,Candace Turner
Sales,CustomerFeedback,TEXT,Public,Since fall agent.
Employee,Gender,TEXT,Private,female
ITSecurity,SessionToken,TEXT,Secret,b100bdda-42b1-4ed4-bc77-cfc036b93fa4
Employee,Salary,DECIMAL,Confidential,36520.74
Finance,InvestmentValue,DECIMAL,Confidential,38545.54
Sales,LoyaltyPoints,INT,Private,20
Finance,TaxID,TEXT,Secret,GB91PFLJ75770488331224
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB63ZBJH45678620246803
Finance,CreditCardNumber,TEXT,Secret,GB32VUQT54082207898306
Healthcare,Diagnosis,TEXT,Confidential,Worker almost.
Finance,LoanAmount,DECIMAL,Confidential,21851.51
Finance,BankAccountNumber,TEXT,Confidential,GB18PHVZ97652780155782
Employee,Department,TEXT,Private,Ground everybody.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB28BZFX58887397603129
Employee,JobTitle,TEXT,Private,Model positive.
Employee,Department,TEXT,Private,Church behind.
Employee,Salary,DECIMAL,Confidential,76749.16
Healthcare,MedicalHistory,TEXT,Confidential,State during become.
Finance,InvestmentValue,DECIMAL,Confidential,30639.23
Employee,Department,TEXT,Private,Practice return art.
Sales,DiscountCoupons,TEXT,Public,Trip black expect.
Finance,LoanAmount,DECIMAL,Confidential,58609.59
Sales,LoyaltyPoints,INT,Private,24
Healthcare,EmergencyContact,TEXT,Private,Karen Gibson
Employee,Department,TEXT,Private,Back first prepare.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB80DACX15330501959134
Finance,LoanAmount,DECIMAL,Confidential,6702.02
Employee,Gender,TEXT,Private,female
Employee,DateOfBirth,DATE,Private,1989-04-17
Employee,Salary,DECIMAL,Confidential,15027.22
Finance,BankAccountNumber,TEXT,Confidential,GB87WWOV91552576823215
Employee,PhoneNumber,TEXT,Private,(758)746-0342
Healthcare,Prescription,TEXT,Confidential,Keep small note man.
Healthcare,Prescription,TEXT,Confidential,Effort modern son.
Employee,PhoneNumber,TEXT,Private,5964494214
Sales,FavoriteProducts,TEXT,Public,List man page sense.
Healthcare,MedicalHistory,TEXT,Confidential,Better identify her.
Healthcare,Diagnosis,TEXT,Confidential,Might marriage oil.
Healthcare,MedicalHistory,TEXT,Confidential,Third cover cover.
ITSecurity,LoginAttempts,INT,Private,97
Healthcare,Diagnosis,TEXT,Confidential,Pressure argue with.
ITSecurity,PasswordHash,TEXT,Secret,064b10ee11d832165066d79af7b2bc4105f65f693cc7272c2cdf7c2721a347a4
Sales,DiscountCoupons,TEXT,Public,Usually improve.
Finance,CreditCardNumber,TEXT,Secret,GB44QRDW06474020790282
ITSecurity,APIKey,TEXT,Secret,b430765f1ba4d8861a0b568d46583b8b
Employee,JobTitle,TEXT,Private,Fall morning forget.
ITSecurity,APIKey,TEXT,Secret,f1ffa251c98e53941f042506545fe821
ITSecurity,SessionToken,TEXT,Secret,bf3689ba-7dc4-4270-bdaf-2573f92796fb
ITSecurity,APIKey,TEXT,Secret,124dd10ae62a53d97b1f547fa6d33d3f
Healthcare,Prescription,TEXT,Confidential,Those alone.
Healthcare,MedicalHistory,TEXT,Confidential,Sort growth high.
Employee,PhoneNumber,TEXT,Private,(673)811-8314x41311
Employee,Address,TEXT,Private,"USNS Robinson
FPO AE 97067"
Employee,DateOfBirth,DATE,Private,1989-04-21
Sales,CustomerFeedback,TEXT,Public,Family her.
ITSecurity,SessionToken,TEXT,Secret,b83107c0-8c9f-4f79-a5c1-1d73120b727b
Healthcare,EmergencyContact,TEXT,Private,Linda Robertson
Sales,FavoriteProducts,TEXT,Public,Tough director.
Employee,Salary,DECIMAL,Confidential,69842.43
Employee,FullName,TEXT,Private,Carlos Fritz
Healthcare,Diagnosis,TEXT,Confidential,Thank argue boy.
Healthcare,Prescription,TEXT,Confidential,Ability decide.
Healthcare,MedicalHistory,TEXT,Confidential,If social only site.
Employee,Age,INT,Private,88
Healthcare,Diagnosis,TEXT,Confidential,Floor tell action.
Employee,Email,TEXT,Private,michaelriddle@example.com
Employee,EmployeeID,TEXT,Private,Current decide.
Employee,Department,TEXT,Private,Entire father.
Healthcare,EmergencyContact,TEXT,Private,Stacie Cox
Healthcare,Prescription,TEXT,Confidential,Its vote gun.
Healthcare,MedicalHistory,TEXT,Confidential,Who force best wind.
Healthcare,EmergencyContact,TEXT,Private,Kristen Edwards
Employee,Email,TEXT,Private,scott33@example.org
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB45RBJN20628973328791
ITSecurity,APIKey,TEXT,Secret,4182fccdc26ad7f49ec8b56489a82e31
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,Email,TEXT,Private,jacobadams@example.net
Employee,Age,INT,Private,54
Sales,LoyaltyPoints,INT,Private,59
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB22FEUK78112085131619
Employee,Department,TEXT,Private,Economic ground.
Finance,InvestmentValue,DECIMAL,Confidential,18914.21
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,SessionToken,TEXT,Secret,f089b97a-d76e-40e7-8386-0e69fd3efdbf
Employee,Age,INT,Private,27
ITSecurity,APIKey,TEXT,Secret,8637db8ee9139c49af94493c35e3ba33
Employee,Address,TEXT,Private,"USCGC Nguyen
FPO AP 66777"
Finance,InvestmentValue,DECIMAL,Confidential,21146.23
Employee,JobTitle,TEXT,Private,Candidate something.
Employee,PhoneNumber,TEXT,Private,624.603.6102
Sales,LoyaltyPoints,INT,Private,65
Healthcare,MedicalHistory,TEXT,Confidential,Along before gas.
Finance,CreditCardNumber,TEXT,Secret,GB23GDQC47702149032414
Employee,DateOfBirth,DATE,Private,1986-08-02
Employee,DateOfBirth,DATE,Private,1970-08-15
Employee,JobTitle,TEXT,Private,Behind lead way.
Employee,Email,TEXT,Private,barramber@example.net
Employee,Address,TEXT,Private,"044 Wilcox Track
North Nathanton, TX 21657"
Sales,CustomerFeedback,TEXT,Public,Me treatment.
Sales,CustomerFeedback,TEXT,Public,Large early.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,False
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,ManagerName,TEXT,Private,Vicki Smith
Employee,Gender,TEXT,Private,male
Employee,EmployeeID,TEXT,Private,Similar reach.
Sales,DiscountCoupons,TEXT,Public,Success important.
ITSecurity,PasswordHash,TEXT,Secret,0be5db9c6188279a34cdf4a19ca12cdfda48bd56175f4b61d96b5e36fa6079e4
Sales,DiscountCoupons,TEXT,Public,Difficult why like.
ITSecurity,LoginAttempts,INT,Private,42
ITSecurity,APIKey,TEXT,Secret,4d8e930e8faa1a63f5e2d9ff765363f1
Finance,InvestmentValue,DECIMAL,Confidential,79934.62
Employee,FullName,TEXT,Private,Lisa Shepherd
Employee,DateOfBirth,DATE,Private,1975-01-19
Healthcare,MedicalHistory,TEXT,Confidential,Note over site.
Employee,JobTitle,TEXT,Private,Accept view no.
ITSecurity,SessionToken,TEXT,Secret,e337ba54-15f5-4c66-aa38-310844bf9c8e
ITSecurity,SessionToken,TEXT,Secret,7cb3595b-a7cc-4195-9b71-0f60e74f67a9
Sales,DiscountCoupons,TEXT,Public,Political charge.
ITSecurity,APIKey,TEXT,Secret,8ea34ac9683fd193caf82a9d5b8b0733
Employee,JobTitle,TEXT,Private,Day that speech.
ITSecurity,APIKey,TEXT,Secret,5dbfee8808596b5570fb7298a428289a
Employee,EmployeeID,TEXT,Private,Experience board.
Sales,OrderHistory,TEXT,Public,Reduce focus.
Healthcare,Diagnosis,TEXT,Confidential,Pick tend speech.
Finance,InvestmentValue,DECIMAL,Confidential,37065.44
Employee,Age,INT,Private,18
Finance,InvestmentValue,DECIMAL,Confidential,98191.63
Employee,JobTitle,TEXT,Private,Discuss even dinner.
Finance,LoanAmount,DECIMAL,Confidential,20260.2
Sales,DiscountCoupons,TEXT,Public,Choose one bag rock.
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB97EQKH88373251944480
Finance,CompanyBudget,DECIMAL,Confidential,9717.44
ITSecurity,PasswordHash,TEXT,Secret,43552a3e6ad8215c71a4b61b306748a17ddb02a31befe5d478366ea8ded29409
Sales,LoyaltyPoints,INT,Private,32
Finance,CompanyBudget,DECIMAL,Confidential,64545.09
Finance,LoanAmount,DECIMAL,Confidential,45510.63
Finance,CreditCardNumber,TEXT,Secret,GB82MEWK29801388933880
Sales,LoyaltyPoints,INT,Private,63
Employee,Age,INT,Private,62
Employee,FullName,TEXT,Private,Alicia Martin
Finance,LoanAmount,DECIMAL,Confidential,98769.06
Employee,PhoneNumber,TEXT,Private,(212)543-1022x2221
Finance,CreditCardNumber,TEXT,Secret,GB63LNNX63007855429525
Finance,LoanAmount,DECIMAL,Confidential,32413.54
Finance,InvestmentValue,DECIMAL,Confidential,84118.77
Finance,BankAccountNumber,TEXT,Confidential,GB15LIZU69887077438592
Healthcare,Diagnosis,TEXT,Confidential,Mouth here.
Employee,EmployeeID,TEXT,Private,Occur way past save.
Finance,CompanyBudget,DECIMAL,Confidential,33620.24
Finance,TaxID,TEXT,Secret,GB94OYJV90358340665909
Healthcare,HealthInsuranceNumber,TEXT,Secret,GB35TPZH64762321786281
Healthcare,Diagnosis,TEXT,Confidential,Region land nation.
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,ManagerName,TEXT,Private,Nathan Morris
Employee,Department,TEXT,Private,Red down growth.
Employee,Gender,TEXT,Private,male
Finance,BankAccountNumber,TEXT,Confidential,GB30LVYG58207031271500
Finance,CreditCardNumber,TEXT,Secret,GB76JEEP55546273686252
Employee,DateOfBirth,DATE,Private,1991-11-17
Employee,JobTitle,TEXT,Private,Herself still.
Employee,ManagerName,TEXT,Private,Michelle Herman
Sales,OrderHistory,TEXT,Public,While leg man.
Employee,EmployeeID,TEXT,Private,Should truth center.
Finance,InvestmentValue,DECIMAL,Confidential,63139.39
Employee,ManagerName,TEXT,Private,Jennifer Rodriguez
Employee,FullName,TEXT,Private,David Ellis
Healthcare,Diagnosis,TEXT,Confidential,Leader vote for.
Sales,FavoriteProducts,TEXT,Public,Analysis mission.
Employee,PhoneNumber,TEXT,Private,6685962344
Employee,Address,TEXT,Private,"608 Marshall Fork
Harringtonton, AK 53595"
Sales,CustomerFeedback,TEXT,Public,White because.
Sales,CustomerFeedback,TEXT,Public,Away building north.
Sales,DiscountCoupons,TEXT,Public,Truth and strong.
Employee,Gender,TEXT,Private,female
ITSecurity,LoginAttempts,INT,Private,77
Finance,LoanAmount,DECIMAL,Confidential,29015.88
Employee,Age,INT,Private,31
Finance,InvestmentValue,DECIMAL,Confidential,4334.69
Employee,FullName,TEXT,Private,Henry Haley
Employee,EmployeeID,TEXT,Private,Usually industry.
Healthcare,Diagnosis,TEXT,Confidential,Ever month group.
Employee,ManagerName,TEXT,Private,Michelle Adams
ITSecurity,SessionToken,TEXT,Secret,bee73967-ff3b-4597-a735-acfda513103e
Finance,LoanAmount,DECIMAL,Confidential,97603.63
Sales,CustomerFeedback,TEXT,Public,Energy agreement.
Employee,Age,INT,Private,68
ITSecurity,TwoFactorEnabled,BOOLEAN,Confidential,True
Employee,Address,TEXT,Private,"PSC 7424, Box 8500
APO AP 36981"
Employee,PhoneNumber,TEXT,Private,689.944.5266
ITSecurity,PasswordHash,TEXT,Secret,21d44ded56b861db47aeefe286409367a36632cb0c30e9c102ad59c49cff1da4
Sales,CustomerFeedback,TEXT,Public,Three skin low.
Finance,InvestmentValue,DECIMAL,Confidential,30807.57
Healthcare,Prescription,TEXT,Confidential,No force sister.
Finance,InvestmentValue,DECIMAL,Confidential,98836.13
Employee,Salary,DECIMAL,Confidential,37210.11
Employee,JobTitle,TEXT,Private,Behind collection.
ITSecurity,APIKey,TEXT,Secret,91556c4fddb1c6495b3ea81c3f267ff0
Sales,LoyaltyPoints,INT,Private,79
Employee,JobTitle,TEXT,Private,Treatment until.
Employee,Address,TEXT,Private,"PSC 0435, Box 9292
APO AA 32622"
